RefSeq project ID,Project ID,NCBI Taxon ID,Organism Name,Super Kingdom,Group,Sequence Status,Genome Size,GC Content,Gram Stain,Shape,Arrangment,Endospores,Motility,Salinity,Oxygen Req,Habitat,Temp. range,Optimal temp.,Pathogenic in,Disease,Genbank accessions,Refseq accessions,KEGG ID,Has 1PFK,Has PPi PFK,Has ADP PFK,Has Any 1PFK,Has Rubisco,Has ZWF,Has 6PGL,Has Gluconate Dehydratase,Has EDD,Has Any Gluconate Dehydratase,Has EDA,Has Gluconokinase,Has Phosphoketolase
57665,65,243230,Deinococcus radiodurans R1,Bacteria,Deinococcus-Thermus,complete,3.28464,66.6,0,Coccus,"Pairs, Tetrads",,,,Aerobic,Terrestrial,Mesophilic,30-37,No,,"AE000513,AE001825,AE001826,AE001827",0,dra,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
49533,38371,649638,Truepera radiovictrix DSM 17093,Bacteria,Deinococcus-Thermus,complete,3.3,,,Spherical,,,,,Aerobic,,Thermophilic,50,,,CP002049,0,tra,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
65783,50827,869210,Marinithermus hydrothermalis DSM 14884,Bacteria,Deinococcus-Thermus,complete,2.3,,0,Rod,"Pairs, Filaments",,No,,Aerobic,Aquatic,Thermophilic,0,,,CP002630,0,mhd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46661,28827,504728,Meiothermus ruber DSM 1279,Bacteria,Deinococcus-Thermus,complete,3.1,63.4,,Rod,,,No,,Aerobic,Specialized,Thermophilic,50-60,,,CP001743,0,mrb,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
49485,29551,526227,Meiothermus silvanus DSM 9946,Bacteria,Deinococcus-Thermus,complete,3.67,62.7,,Rod,,,No,,Aerobic,Specialized,Thermophilic,50-60,No,,"CP002042,CP002043,CP002044",0,msv,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
60855,40223,670487,Oceanithermus profundus DSM 14977,Bacteria,Deinococcus-Thermus,complete,2.44,,0,Rod,,,No,,Microaerophilic,,Thermophilic,60,,,"CP002361,CP002362",0,opr,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62273,46293,743525,Thermus scotoductus SA-01,Bacteria,Deinococcus-Thermus,complete,2.31,,,Rod,,,,,Facultative,Specialized,Thermophilic,65,,,"CP001962,CP001963",0,tsc,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58033,10617,262724,Thermus thermophilus HB27,Bacteria,Deinococcus-Thermus,complete,2.12749,69.4,,,,,,,Aerobic,Specialized,Thermophilic,68,,,"AE017221,AE017222",0,tth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58223,13202,300852,Thermus thermophilus HB8,Bacteria,Deinococcus-Thermus,complete,2.11606,69.5,,,,,,,Aerobic,Specialized,Thermophilic,0,,,"AP008226,AP008228,AP008227",0,ttj,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59439,30731,309799,Dictyoglomus thermophilum H-6-12,Bacteria,Other Bacteria,complete,1.95999,33.7,0,Rod,"Singles, Pairs, Chains and Spherical Bodies",No,No,,Anaerobic,Aquatic,Thermophilic,78,No,,CP001146,0,dth,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59177,29175,515635,Dictyoglomus turgidum DSM 6724,Bacteria,Other Bacteria,complete,1.85556,34,0,Rod,,,,,Anaerobic,Specialized,Thermophilic,0,No,,CP001251,0,dtu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58949,19701,445932,Elusimicrobium minutum Pei191,Bacteria,Other Bacteria,complete,1.64356,40,,,,,,,Anaerobic,Host-associated,Mesophilic,0,,,CP001055,0,emi,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59059,20871,471821,uncultured Termite group 1 bacterium phylotype Rs-D17,Bacteria,Other Bacteria,complete,1.14896,35.2,,,,,,,,,,0,,,"AP009510,AP009511,AP009512,AP009513",0,rsd,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41169,32617,59374,Fibrobacter succinogenes subsp. succinogenes S85,Bacteria,Other Bacteria,complete,3.8,48.1,0,Pleomorphic rod,Singles,No,No,,Anaerobic,Host-associated,Mesophilic,0,No,,CP001792,0,fsu,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59199,29405,521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,Bacteria,Firmicutes,complete,3.1869,61.9,0,Rod,,Yes,No,,Aerobic,Specialized,Thermophilic,60-65,No,,"CP001727,CP001728,CP001729,CP001730",0,aac,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
48361,31345,562970,Bacillus tusciae DSM 2912,Bacteria,Firmicutes,complete,3.4,,,,,Yes,,Non-halophilic,Aerobic,,Thermophilic,50,,,CP002017,0,bts,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59135,28245,491915,Anoxybacillus flavithermus WK1,Bacteria,Firmicutes,complete,2.84675,41.8,0,Rod,,Yes,Yes,,Facultative,Specialized,Thermophilic,60-65,No,,CP000922,0,afl,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53535,41719,692420,Bacillus amyloliquefaciens DSM 7,Bacteria,Firmicutes,complete,4,,0,Rod,,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,FN597644,0,bao,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58271,13403,326423,Bacillus amyloliquefaciens FZB42,Bacteria,Firmicutes,complete,3.9,46.5,0,Rod,,Yes,,,Aerobic,Terrestrial,Mesophilic,0,No,,CP000560,0,bay,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
59887,46075,720555,Bacillus atrophaeus 1942,Bacteria,Firmicutes,complete,4.2,,0,Rod,,Yes,Yes,,Aerobic,,Mesophilic,0,,,CP002207,0,bae,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
43329,38423,649639,Bacillus cellulosilyticus DSM 2522,Bacteria,Firmicutes,complete,4.7,36.3,0,Rod,,Yes,Yes,,Aerobic,Multiple,Mesophilic,37C,None,No,CP002394,0,bco,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58083,10784,261594,Bacillus anthracis str. 'Ames Ancestor',Bacteria,Firmicutes,complete,5.50242,35.2,0,Rod,"Singles, Pairs, Chains",Yes,Yes,,Facultative,Terrestrial,Mesophilic,0,Animal,Anthrax,"AE017334,AE017335,AE017336",0,bar,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59385,33543,592021,Bacillus anthracis str. A0248,Bacteria,Firmicutes,complete,5.50242,35.2,0,Rod,"Singles, Pairs, Chains",Yes,Yes,,Facultative,Multiple,Mesophilic,0,"Human, Animal",Anthrax,"CP001598,CP001599,CP001597",0,bai,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57909,309,198094,Bacillus anthracis str. Ames,Bacteria,Firmicutes,complete,5.22729,35.4,0,Rod,"Singles, Pairs, Chains",Yes,Yes,,Facultative,Multiple,Mesophilic,0,Animal,Anthrax,AE016879,0,ban,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59303,31329,568206,Bacillus anthracis str. CDC 684,Bacteria,Firmicutes,complete,5.50511,35.2,0,Rod,,Yes,Yes,,,,Mesophilic,0,Animal,anthrax,"CP001215,CP001216,CP001214",0,bah,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58091,10878,260799,Bacillus anthracis str. Sterne,Bacteria,Firmicutes,complete,5.22866,35.4,0,Rod,"Singles, Pairs, Chains",Yes,Yes,,Facultative,Multiple,Mesophilic,0,Animal,Anthrax,AE017225,0,bat,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59299,31307,572264,Bacillus cereus 03BB102,Bacteria,Firmicutes,complete,5.44963,35.3,0,Rod,Chains,Yes,No,,Aerobic,Multiple,Mesophilic,0,Human,Pneumonia,"CP001407,CP001406",0,bcx,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58753,17715,405534,Bacillus cereus AH187,Bacteria,Firmicutes,complete,5.59913,35.5,0,Rod,,Yes,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,0,Human,Food poisoning,"CP001177,CP001179,CP001180,CP001181,CP001178",0,bcr,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58751,17711,405535,Bacillus cereus AH820,Bacteria,Firmicutes,complete,5.5841,35.3,0,Rod,,Yes,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,0,Human,Periodontal disease,"CP001283,CP001285,CP001286,CP001284",0,bcu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57673,74,222523,Bacillus cereus ATCC 10987,Bacteria,Firmicutes,complete,5.43265,35.5,0,Rod,Chains,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,25-35,Human,Food poisoning,"AE017194,AE017195",0,bca,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57975,384,226900,Bacillus cereus ATCC 14579,Bacteria,Firmicutes,complete,5.415,35.3,0,Rod,Chains,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,25-35,Human,Food poisoning,"AE016877,AE016878",0,bce,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58757,17731,405532,Bacillus cereus B4264,Bacteria,Firmicutes,complete,5.4,35.3,0,Rod,Chains,Yes,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,37,Human,Pneumonia,CP001176,0,bcb,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58103,12468,288681,Bacillus cereus E33L,Bacteria,Firmicutes,complete,5.8465,35.1,0,Rod,Chains,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,25-35,"Human, Animal",Food poisoning,"CP000001,CP000040,CP000041,CP000042,CP000043,CP000044",0,bcz,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58759,17733,405531,Bacillus cereus G9842,Bacteria,Firmicutes,complete,5.75,35,0,Rod,Chains,Yes,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,25-35,Human,Food poisoning,"CP001186,CP001188,CP001187",0,bcg,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58529,16220,361100,Bacillus cereus Q1,Bacteria,Firmicutes,complete,5.493,35.5,0,Rod,Chains,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,"CP000227,CP000229,CP000228",0,bcq,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
50615,36309,637380,Bacillus cereus biovar anthracis str. CI,Bacteria,Firmicutes,complete,5.488,,0,Rod,,,,,,,,0,Chimpanzee,anthrax,"CP001746,CP001747,CP001748,CP001749",0,bal,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58317,13624,315749,Bacillus cytotoxicus NVH 391-98,Bacteria,Firmicutes,complete,4.1071,35.9,0,Rod,,Yes,Yes,Non-halophilic,Aerobic,Terrestrial,Mesophilic,0,Human,Food poisoning,"CP000764,CP000765",0,bcy,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
49135,43631,714359,Bacillus thuringiensis BMB171,Bacteria,Firmicutes,complete,5.61,,0,Rod,,Yes,No,,,,Mesophilic,0,,,"CP001903,CP001904",0,btb,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58089,10877,281309,Bacillus thuringiensis serovar konkukian str. 97-27,Bacteria,Firmicutes,complete,5.31468,35.4,0,Rod,,Yes,Yes,,Facultative,Multiple,Mesophilic,0,Insect,Sotto disease,"AE017355,CP000047",0,btk,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58795,18255,412694,Bacillus thuringiensis str. Al Hakam,Bacteria,Firmicutes,complete,5.31309,35.4,0,Rod,,Yes,Yes,,Facultative,Multiple,Mesophilic,0,Insect,Sotto disease,"CP000485,CP000486",0,btl,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58315,13623,315730,Bacillus weihenstephanensis KBAB4,Bacteria,Firmicutes,complete,5.87577,35.5,0,Rod,,,,Non-halophilic,Aerobic,Terrestrial,Mesophilic,0,Human,Food poisoning,"CP000903,CP000905,CP000906,CP000907,CP000904",0,bwe,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58237,13291,66692,Bacillus clausii KSM-K16,Bacteria,Firmicutes,complete,4.3,44.8,0,Rod,,Yes,Yes,,,,Mesophilic,40,No,,AP006627,0,bcl,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
68053,61501,941639,Bacillus coagulans 2-6,Bacteria,Firmicutes,complete,3.1,,,,,,,,,,,0,,,CP002472,0,bck,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57791,235,272558,Bacillus halodurans C-125,Bacteria,Firmicutes,complete,4.2,43.7,0,Rod,,Yes,Yes,,Facultative,Multiple,Mesophilic,0,No,,BA000004,0,bha,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58097,12388,279010,Bacillus licheniformis ATCC 14580,Bacteria,Firmicutes,complete,4.2226,46.2,0,Rod,"Singles, Chains",Yes,Yes,,Facultative,Terrestrial,Mesophilic,0,Human,Food poisoning,CP000002,0,bld,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58097,12388,279010,Bacillus licheniformis ATCC 14580,Bacteria,Firmicutes,complete,4.2226,46.2,0,Rod,"Singles, Chains",Yes,Yes,,Facultative,Terrestrial,Mesophilic,0,Human,Food poisoning,CP000002,0,bli,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
48371,42425,592022,Bacillus megaterium DSM 319,Bacteria,Firmicutes,complete,5.1,38.1,0,Rod,,Yes,Yes,,Aerobic,Multiple,Mesophilic,0,,,CP001982,0,bmd,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
15862,30165,545693,Bacillus megaterium QM B1551,Bacteria,Firmicutes,complete,5.5225,37.9,0,Rod,,Yes,Yes,,Aerobic,Multiple,Mesophilic,0,No,,"CP001985,CP001986,CP001987,CP001988,CP001989,CP001990,CP001983,CP001984",0,bmq,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
45847,28811,398511,Bacillus pseudofirmus OF4,Bacteria,Firmicutes,complete,4.3,39.9,,Rod,,Yes,Yes,,Facultative,Terrestrial,Mesophilic,0,,,"CP001878,CP001880,CP001879",0,bpf,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59017,20391,315750,Bacillus pumilus SAFR-032,Bacteria,Firmicutes,complete,3.7,41.3,0,Rod,,Yes,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,CP000813,0,bpu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
49513,13376,439292,Bacillus selenitireducens MLS10,Bacteria,Firmicutes,complete,3.6,48.6,0,Rod,,No,No,Moderate halophilic,Facultative,Multiple,Mesophilic,0,No,,CP001791,0,bse,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
62463,61191,936156,Bacillus subtilis BSn5,Bacteria,Firmicutes,complete,4.1,,,,,,,,,,,0,,,CP002468,0,bsn,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
51879,38713,655816,Bacillus subtilis subsp. spizizenii str. W23,Bacteria,Firmicutes,complete,4,,0,Rod,,Yes,,,Facultative,Terrestrial,Mesophilic,0,No,,CP002183,0,bss,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
57675,76,224308,Bacillus subtilis subsp. subtilis str. 168,Bacteria,Firmicutes,complete,4.2,43.5,0,Rod,"Singles, Chains",Yes,Yes,,Facultative,Terrestrial,Mesophilic,25-35,No,,AL009126,0,bsu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58227,13233,235909,Geobacillus kaustophilus HTA426,Bacteria,Firmicutes,complete,3.59267,52,0,Rod,,Yes,No,,Aerobic,Aquatic,Thermophilic,0,,,"BA000043,AP006520",0,gka,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
49467,41701,691437,Geobacillus sp. C56-T3,Bacteria,Firmicutes,complete,3.7,,,Rod,,Yes,Yes,,Facultative,,Thermophilic,0,,,CP002050,0,gct,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
59045,20805,471223,Geobacillus sp. WCH70,Bacteria,Firmicutes,complete,3.50862,42.8,0,Rod,,Yes,Yes,,Facultative,,Thermophilic,0,,No,"CP001638,CP001640,CP001639",0,gwc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
55779,33183,581103,Geobacillus sp. Y4.1MC1,Bacteria,Firmicutes,complete,3.872,43.8,0,Rod,,,,,Aerobic,Multiple,Thermophilic,0,No,,"CP002293,CP002294",0,gmc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
55381,30797,550542,Geobacillus sp. Y412MC52,Bacteria,Firmicutes,complete,3.64,52.4,0,Rod,,Yes,Yes,,Facultative,Specialized,Thermophilic,0,No,,"CP002442,CP002443",0,gya,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
41171,30537,544556,Geobacillus sp. Y412MC61,Bacteria,Firmicutes,complete,3.645,52.3,0,Rod,,Yes,Yes,,Facultative,Specialized,Thermophilic,0,No,,"CP001794,CP001795",0,gyc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58829,18655,420246,Geobacillus thermodenitrificans NG80-2,Bacteria,Firmicutes,complete,3.60832,48.9,0,Rod,,Yes,Yes,Non-halophilic,Facultative,Specialized,Thermophilic,65,,,"CP000557,CP000558",0,gtn,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
48129,40781,634956,Geobacillus thermoglucosidasius C56-YS93,Bacteria,Firmicutes,complete,4,43.8,0,Rod,,Yes,Yes,,Aerobic,Multiple,Hyperthermophilic,55-65,No,endospore-forming,"CP002835,CP002836,CP002837",0,gth,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58945,19619,444177,Lysinibacillus sphaericus C3-41,Bacteria,Firmicutes,complete,4.81982,37.1,0,Rod,,Yes,Yes,,Aerobic,Specialized,Mesophilic,0,Mosquito,Larvicidal toxin,"CP000817,CP000818",0,lsp,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57867,284,221109,Oceanobacillus iheyensis HTE831,Bacteria,Firmicutes,complete,3.63053,35.7,0,Rod,,Yes,Yes,Moderate halophilic,Aerobic,Multiple,Mesophilic,30,No,,BA000028,0,oih,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58053,10649,262543,Exiguobacterium sibiricum 255-15,Bacteria,Firmicutes,complete,3.04084,47.7,0,Rod,"Singles, Pairs, Chains",No,,,Facultative,Specialized,Psychrophilic,0,,,"CP001022,CP001024,CP001023",0,esi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59093,27759,360911,Exiguobacterium sp. AT1b,Bacteria,Firmicutes,complete,3,48.5,0,Rod,,,,,,Specialized,Thermophilic,0,No,,CP001615,0,eat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
61567,86,272626,Listeria innocua Clip11262,Bacteria,Firmicutes,complete,3.08,37.4,0,Rod,"Singles, Chains",,Yes,,Facultative,Multiple,Mesophilic,30-37,No,None,"AL592022,AL592102",0,lin,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
43727,36363,637381,Listeria monocytogenes 08-5923,Bacteria,Firmicutes,complete,3,38,0,,,,,,Facultative,,,0,Human,listeriosis,CP001604,0,lmy,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
61583,276,169963,Listeria monocytogenes EGD-e,Bacteria,Firmicutes,complete,2.94453,38,0,Rod,"Singles, Chains",,Yes,,Facultative,Multiple,Mesophilic,30-37,Human,Listeriosis,AL591824,0,lmo,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
59203,29409,552536,Listeria monocytogenes HCC23,Bacteria,Firmicutes,complete,2.97621,38.2,0,Rod,"Singles, Chains",,Yes,,Facultative,Host-associated,Mesophilic,30-37,Human,Listeriosis,CP001175,0,lmh,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59317,32207,568819,Listeria monocytogenes serotype 4b str. CLIP 80459,Bacteria,Firmicutes,complete,2.9,38.1,0,Rod,,No,Yes,,Facultative,Multiple,Mesophilic,0,Human,Listeriosis,FM242711,0,lmc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57689,85,265669,Listeria monocytogenes serotype 4b str. F2365,Bacteria,Firmicutes,complete,2.90519,38,0,Rod,"Singles, Chains",,Yes,,Facultative,Multiple,Mesophilic,30-37,Human,Listeriosis,AE017262,0,lmf,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
46215,41123,683837,Listeria seeligeri serovar 1/2b str. SLCC3954,Bacteria,Firmicutes,complete,2.8,37.4,0,Rod,,No,Yes,,Facultative,,Mesophilic,0,,,FN557490,0,lsg,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
61605,13443,386043,Listeria welshimeri serovar 6b str. SLCC5334,Bacteria,Firmicutes,complete,2.8,36.4,0,Rod,,No,Yes,,Facultative,Multiple,Mesophilic,0,No,,AM263198,0,lwe,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59003,20209,458233,Macrococcus caseolyticus JCSC5402,Bacteria,Firmicutes,complete,2.2182,36.6,0,Coccus,"Singles, Clusters",No,No,,Facultative,Multiple,Mesophilic,35,No,None,"AP009484,AP009486,AP009485,AP009487,AP009488,AP009489,AP009490,AP009491,AP009492",0,mcl,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59175,29147,358681,Brevibacillus brevis NBRC 100599,Bacteria,Firmicutes,complete,6.3,47.3,0,Rod,,,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,AP008955,0,bbe,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
68311,67335,1036673,Paenibacillus mucilaginosus KNP414,Bacteria,Firmicutes,complete,8.7,,,,,,,,,,,0,,,CP002869,0,pms,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
53477,16065,349520,Paenibacillus polymyxa E681,Bacteria,Firmicutes,complete,5.4,,0,Rod,,Yes,,,Aerobic,Terrestrial,Mesophilic,0,No,,CP000154,0,ppy,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
59583,52019,886882,Paenibacillus polymyxa SC2,Bacteria,Firmicutes,complete,6.21,,,,,,,,,,,0,,,"CP002213,CP002214",0,ppm,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
