,16S rRNA Count,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Class,Diseases,Domain,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Energy Source,Family,GOLD ID,GenBank Project ID,Gene Count,Genome Name,Genome Size,Genus,IMG Pathwawy Count,IMG Pathway %,IMG Submission ID,Isolation,KEGG %,KEGG Count,KEGG Organism ID,MetaCyc %,MetaCyc Count,Metabolism,Motility,NCBI Taxon ID,Name,Order,Oxygen Requirement,Paralogs %,Paralogs Count,Phenotype,Phylum,Proposal Name,RefSeq Project ID,Salinity,Sequencing Center,Species,Specific Ecosystem,Sporulation,Status,Strain,Taxon Object ID,Taxonomy ID,Temperature Range
,1,Free living,,,Singles,Oval-shaped,Cyanophyceae,None,bacteria,,,,,Photosynthetic,Synechococcaceae,Gc00523,15746,1967,Prochlorococcus marinus MIT 9301,1641879,Prochlorococcus,232,11.79,,Free living,35.49,698,pmg,23.44,461,,Nonmotile,167546,Prochlorococcus marinus str. MIT 9301,Synechococcales,,5.85,115,Small,Cyanobacteria,zzz,58437,,"J. Craig Venter Institute, MIT",marinus,,,Finished,str. MIT 9301,640069322,640069322,Mesophile
,7,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Salmonellosis, Gastroenteritis, Food poisoning",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00856,19467,4721,Salmonella enterica sv Dublin CT_02021853,4917459,Salmonella,486,10.29,,Free living,30.99,1463,sed,19.15,904,,Motile,439851,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853,Enterobacteriales,Facultative,15.84,748,Nontyphoidal,Proteobacteria,zzz,58917,,J. Craig Venter Institute,enterica,,Nonsporulating,Finished,subsp. enterica serovar Dublin str. CT_02021853,642555155,642555155,Mesophile
,5,Free living,,,,Rod-shaped,Clostridia,None,bacteria,,,,,"Chemolithotroph, Organotroph, Methylotroph",Halobacteroidaceae,Gc01329,32769,2438,"Acetohalobium arabaticum Z-7288, DSM 5501",2469596,Acetohalobium,159,6.52,,Free living,29.86,728,aar,19.32,471,Acetogenic,Motile,574087,Acetohalobium arabaticum DSM 5501,Halanaerobiales,Anaerobe,20.59,502,,Firmicutes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),51423,Halophile,"DOE Joint Genome Institute, DSMZ",arabaticum,,Nonsporulating,Finished,DSM 5501,648028002,648028002,Mesophile
,2,Free living,,,,Rod-shaped,Deferribacteres,None,bacteria,,,,,Heterotroph,Deferribacteraceae,Gc01227,37285,2425,"Deferribacter desulfuricans SSM1, DSM 14783",2542933,Deferribacter,151,6.23,,Free living,34.14,828,ddf,19.84,481,,Motile,639282,Deferribacter desulfuricans SSM1,Deferribacterales,Anaerobe,12.12,294,,Deferribacteres,zzz,46653,,NITE,desulfuricans,,,Finished,SSM1,646564525,646564525,Thermophile
,1,Free living,,,,,Alphaproteobacteria,None,bacteria,,,,,"Chemolithotroph, Heterotroph",Xanthobacteraceae,Gc01353,37659,4563,Starkeya novella DSM 506,4765023,Starkeya,195,4.27,,Free living,28.21,1287,sno,18.15,828,Carbon dioxide fixation,,639283,Starkeya novella DSM 506,Rhizobiales,,18.98,866,,Proteobacteria,"CSP_787087, Facultatively Methylotrophic Sulfur Oxidizing Bacteria",48815,,JGI|DOE Joint Genome Institute|JGI-PGF,novella,,,Finished,DSM 506,648028054,648028054,Mesophile
,1,Free living,,,,Rod-shaped,Methanopyri,None,archaea,,,,,Lithotroph,Methanopyraceae,Gc00080,294,1767,Methanopyrus kandleri AV19,1694969,Methanopyrus,186,10.53,,Free living,27.9,493,mka,18.9,334,Methanogen,,190192,Methanopyrus kandleri AV19,Methanopyrales,Anaerobe,6.9,122,,Euryarchaeota,zzz,57883,,Fidelity Systems Inc,kandleri,,Nonsporulating,Finished,AV19,638154507,638154507,Hyperthermophile
,2,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Chemoheterotroph,Hyphomonadaceae,Gc01064,33191,3266,Hirschia baltica ATCC 49814,3540114,Hirschia,164,5.02,,Free living,29.76,972,hba,20.18,659,,Motile,582402,Hirschia baltica ATCC 49814,Rhodobacterales,Aerobe,6.83,223,,Proteobacteria,"CSP_787681, Stalked bacteria",59365,,DOE Joint Genome Institute,baltica,,Nonsporulating,Finished,ATCC 49814,644736375,644736375,Mesophile
,3,Free living,,,Singles,Coccus-shaped,Methanococci,None,archaea,,,,,Lithotroph,Methanococcaceae,Gc00527,17641,1896,Methanococcus maripaludis C5,1789046,Methanococcus,199,10.5,,Free living,33.44,634,mmq,20.31,385,"Methanogen, Nitrogen fixation, Hydrogenotrophic",Motile,402880,Methanococcus maripaludis C5,Methanococcales,Obligate anaerobe,13.19,250,Non-Pathogen,Euryarchaeota,zzz,58741,,DOE Joint Genome Institute,maripaludis,,Nonsporulating,Finished,C5,640069316,640069316,Mesophile
,5,Free living,,,Singles,Rod-shaped,Actinobacteria,None,bacteria,,,,,Chemoorganotroph,Corynebacteriaceae,Gc00140,305,3064,Corynebacterium efficiens YS-314,3219505,Corynebacterium,298,9.73,,Free living,28.13,862,cef,19.32,592,,Nonmotile,196164,Corynebacterium efficiens YS-314,Actinomycetales,Facultative,12.08,370,,Actinobacteria,zzz,62905,,"Ajinomoto Co., Inc, NITE",efficiens,,Nonsporulating,Finished,YS-314,644736345,644736345,Mesophile
,10,Free living,,,"Singles, Pairs",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00614,17643,4618,Shewanella baltica OS185,5312910,Shewanella,339,7.34,,Free living,24.53,1133,sbm,16.07,742,,Motile,402882,Shewanella baltica OS185,Alteromonadales,Facultative,13.58,627,Non-Pathogen,Proteobacteria,Shewanella baltica OS185,58743,,DOE Joint Genome Institute,baltica,,Nonsporulating,Finished,OS185,640753049,640753049,Psychrotolerant
,4,Free living,,,Chains,Rod-shaped,Alphaproteobacteria,,bacteria,,,,,Photosynthetic,Rhodobacteraceae,Gc00889,31111,4635,Rhodobacter sphaeroides KD131,4711139,Rhodobacter,323,6.97,,Free living,32.34,1499,rsk,19.44,901,Hydrogen production,Motile,557760,Rhodobacter sphaeroides KD131,Rhodobacterales,Facultative,16.25,753,,Proteobacteria,zzz,59277,Halophile,GenoTech corp.,sphaeroides,,,Finished,KD131,643348570,643348570,Mesophile
,2,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Xanthobacteraceae,Gc00632,15756,5169,Xanthobacter autotrophicus Py2,5625098,Xanthobacter,376,7.27,,Free living,29.39,1519,xau,17.39,899,Nitrogen fixation,Motile,78245,Xanthobacter autotrophicus Py2,Rhizobiales,Facultative,25.19,1302,,Proteobacteria,zzz,58453,,DOE Joint Genome Institute,autotrophicus,,,Finished,Py2,640753059,640753059,Mesophile
,3,Free living,Gastrointestinal tract,,"Chains, Singles",Spiral-shaped,Epsilonproteobacteria,"Diarrhea, Food poisoning",bacteria,,,,,Heterotroph,Campylobacteraceae,Gc00025,8,1705,Campylobacter jejuni jejuni NCTC 11168,1641481,Campylobacter,209,12.26,,Free living,39.88,680,cje,24.69,421,,Motile,192222,Campylobacter jejuni subsp. jejuni NCTC 11168,Campylobacterales,Microaerophilic,4.69,80,Pathogen,Proteobacteria,zzz,57587,,"LSHTM, Sanger Institute, Univ of Leicester",jejuni,,Nonsporulating,Finished,subsp. jejuni NCTC 11168,637000055,637000055,Mesophile
,2,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Heterotroph,Acetobacteraceae,Gc00559,15753,3701,Acidiphilium cryptum JF-5,3963080,Acidiphilium,323,8.73,,Free living,33.59,1243,acr,21.64,801,Iron reducer,Motile,349163,Acidiphilium cryptum JF-5,Rhodospirillales,Aerobe,19.32,715,"Acidophile, Non-Pathogen",Proteobacteria,zzz,58447,,DOE Joint Genome Institute,cryptum,,,Finished,JF-5,640427101,640427101,Mesophile
,7,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Gastroenteritis, Food poisoning, Salmonellosis, Swine paratyphoid",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00261,9618,4996,Salmonella enterica enterica sv Choleraesuis SC-B67,4944000,Salmonella,501,10.03,,Free living,29.12,1455,sec,18.05,902,,Motile,321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,Enterobacteriales,Facultative,17.53,876,Pathogen,Proteobacteria,zzz,58017,,Chang Gung Univ,enterica,,Nonsporulating,Finished,subsp. enterica serovar Choleraesuis str. SC-B67,637000251,637000251,Mesophile
,10,Free living,,,"Chains, Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Septicemia, Food poisoning, Gastroenteritis",bacteria,,,,,Heterotroph,Aeromonadaceae,Gc00456,16697,4321,Aeromonas hydrophila hydrophila ATCC 7966,4744448,Aeromonas,378,8.75,,Free living,32.21,1392,aha,19.35,836,,Motile,380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonadales,Facultative,12.2,527,Pathogen,Proteobacteria,zzz,58617,,Univ of Maryland,hydrophila,,,Finished,subsp. hydrophila ATCC 7966,639633004,639633004,Mesophile
,1,,,,,,Thermococci,,archaea,,,,,,Thermococcaceae,,19379,2257,Thermococcus barophilus MP,2010078,Thermococcus,159,7.04,,,23.84,538,tba,14.93,337,,,391623,Thermococcus barophilus MP,Thermococcales,,1.6,36,,Euryarchaeota,zzz,54733,,"J. Craig Venter Institute, Prokaria",barophilus,,,Finished,MP,649633103,649633103,
,2,Free living,,,Singles,Rod-shaped,Actinobacteria,"Meningitis, Nosocomial infection, Septicemia, Endocarditis",bacteria,,,,,Chemoorganotroph,Corynebacteriaceae,Gc00271,13967,2186,Corynebacterium jeikeium K411,2476822,Corynebacterium,239,10.93,,Free living,32.3,706,cjk,21.23,464,,Nonmotile,306537,Corynebacterium jeikeium K411,Actinomycetales,Facultative,11.25,246,"Lipophilic, Pathogen, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)",Actinobacteria,zzz,58399,,"Bielefeld Univ, Institute of Genome Research",jeikeium,,Nonsporulating,Finished,K411,637000085,637000085,Mesophile
,2,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Bradyrhizobiaceae,Gc00370,15749,4501,Rhodopseudomonas palustris BisB5,4892717,Rhodopseudomonas,382,8.49,,Free living,32.13,1446,rpd,20.37,917,"Carbon dioxide fixation, Pollutant degrader, Hydrogen production, Nitrogen fixation",Motile,316057,Rhodopseudomonas palustris BisB5,Rhizobiales,Facultative,16.15,727,,Proteobacteria,zzz,58441,,"DOE Joint Genome Institute, Univ of Washington",palustris,,,Finished,BisB5,637000238,637000238,Mesophile
,2,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Bradyrhizobiaceae,Gc00361,15750,5028,Rhodopseudomonas palustris BisB18,5513844,Rhodopseudomonas,393,7.82,,Free living,30.73,1545,rpc,18.32,921,"Hydrogen production, Nitrogen fixation, Pollutant degrader, Carbon dioxide fixation",Motile,316056,Rhodopseudomonas palustris BisB18,Rhizobiales,Facultative,17.76,893,,Proteobacteria,zzz,58443,,DOE Joint Genome Institute,palustris,,,Finished,BisB18,637000237,637000237,Mesophile
,2,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Bradyrhizobiaceae,Gc00431,15751,4996,Rhodopseudomonas palustris BisA53,5505494,Rhodopseudomonas,368,7.37,,Free living,30.54,1526,rpe,18.33,916,"Carbon dioxide fixation, Pollutant degrader, Nitrogen fixation, Hydrogen production",Motile,316055,Rhodopseudomonas palustris BisA53,Rhizobiales,Facultative,16.37,818,Non-Pathogen,Proteobacteria,zzz,58445,,DOE Joint Genome Institute,palustris,,,Finished,BisA53,639279312,639279312,Mesophile
,3,,,,,,Epsilonproteobacteria,,bacteria,,,,,,Helicobacteraceae,,43399,2879,Sulfuricurvum kujiense DSM 16994,2819357,Sulfuricurvum,140,4.86,,,29.39,846,sku,17.44,502,,,709032,Sulfuricurvum kujiense DSM 16994,Campylobacterales,,2.5,72,,Proteobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),60789,,"DOE Joint Genome Institute, DSMZ",kujiense,,,Finished,DSM 16994,649633097,649633097,
,5,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Rhodobacteraceae,Gc00386,13040,3964,Ruegeria sp. TM1040,4153699,Ruegeria,363,9.16,,Free living,33.17,1315,sit,21.27,843,Carbon fixation,Motile,292414,Ruegeria sp. TM1040,Rhodobacterales,Aerobe,12.21,484,Non-Pathogen,Proteobacteria,zzz,58193,,"DOE Joint Genome Institute, Univ of Georgia",sp.,,,Finished,TM1040,637000268,637000268,Mesophile
,2,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,"Lithotroph, Chemolithotroph",Hydrogenophilaceae,Gc00297,13025,2886,Thiobacillus denitrificans ATCC 25259,2909809,Thiobacillus,288,9.98,,Free living,32.36,934,tbd,20.48,591,"Iron oxidizer, Sulfur oxidizer, Carbon fixation",Motile,292415,Thiobacillus denitrificans ATCC 25259,Hydrogenophilales,Facultative,8.94,258,,Proteobacteria,Thiobacillus denitrificans Sequencing,58189,,"DOE Joint Genome Institute, Lawrence Livermore National Lab",denitrificans,,Nonsporulating,Finished,ATCC 25259,637000324,637000324,Mesophile
,8,,,,,,Bacilli,,bacteria,,,,,,Bacillaceae,,30797,3750,Geobacillus sp. Y412MC52,3673940,Geobacillus,188,5.01,,,29.57,1109,gya,18.56,696,,,550542,Geobacillus sp. Y412MC52,Bacillales,,5.44,204,,Firmicutes,zzz,55381,,DOE Joint Genome Institute,sp.,,,Finished,Y412MC52,649633048,649633048,
,6,Free living,,,"Pairs, Singles",Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Methylobacteriaceae,Gc00752,18817,6510,Methylobacterium radiotolerans JCM 2831,6899110,Methylobacterium,194,2.98,,Free living,25.25,1644,mrd,14.69,956,Nitrogen fixation,Motile,426355,Methylobacterium radiotolerans JCM 2831,Rhizobiales,Aerobe,23.86,1553,,Proteobacteria,zzz,58845,,DOE Joint Genome Institute,radiotolerans,,Nonsporulating,Finished,JCM 2831,641522638,641522638,Mesophile
,6,,,,,,Gammaproteobacteria,,bacteria,,,,,,Pseudomonadaceae,,31229,6492,Pseudomonas fluorescens SBW25,7147633,Pseudomonas,383,5.9,,,27.45,1782,pfs,16.5,1071,,,216595,Pseudomonas fluorescens SBW25,Pseudomonadales,,3.11,202,,Proteobacteria,zzz,62971,,"Sanger Institute, Univ of Birmingham, Univ of Oxford",fluorescens,,,Finished,SBW25,649633086,649633086,
,1,Free living,,,Singles,Rod-shaped,Actinobacteria,Tuberculosis,bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00784,16725,5501,"Mycobacterium marinum M, ATCC BAA-535",6660144,Mycobacterium,338,6.14,,Free living,24.3,1337,mmi,17.67,972,,Nonmotile,216594,Mycobacterium marinum M,Actinomycetales,Aerobe,26.61,1464,Pathogen,Actinobacteria,zzz,59423,,"Institut Pasteur, Sanger Institute, Univ of Washington",marinum,,Nonsporulating,Finished,M,641522642,641522642,Mesophile
,9,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Food poisoning, Gastroenteritis, Septicemia",bacteria,,,,,Heterotroph,Vibrionaceae,Gc00161,1430,5202,Vibrio vulnificus YJ016,5260086,Vibrio,445,8.55,,Free living,26.57,1382,vvy,15.34,798,,Motile,196600,Vibrio vulnificus YJ016,Vibrionales,Facultative,14.44,751,Pathogen,Proteobacteria,zzz,58007,Halophile,"Yang-Ming Univ, Taiwan",vulnificus,,Nonsporulating,Finished,YJ016,637000337,637000337,Mesophile
,1,Free living,,,,Rod-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Thermoproteaceae,Gc00517,18111,2213,Pyrobaculum calidifontis JCM 11548,2009313,Pyrobaculum,179,8.09,,Free living,27.75,614,pcl,17.89,396,,Motile,410359,Pyrobaculum calidifontis JCM 11548,Thermoproteales,Facultative,12.11,268,Non-Pathogen,Crenarchaeota,Pyrobaculum,58787,,DOE Joint Genome Institute,calidifontis,,Nonsporulating,Finished,JCM 11548,640069326,640069326,Hyperthermophile
,3,Free living,,,,Coccus-shaped,Methanomicrobia,None,archaea,,,,,Lithotroph,Methanocorpusculaceae,Gc00506,18109,1830,Methanocorpusculum labreanum Z,1804962,Methanocorpusculum,197,10.77,,Free living,33.61,615,mla,20.6,377,Methanogen,Nonmotile,410358,Methanocorpusculum labreanum Z,Methanomicrobiales,Anaerobe,13.61,249,Non-Pathogen,Euryarchaeota,Diverse archaeal organisms,58785,,DOE Joint Genome Institute,labreanum,,Nonsporulating,Finished,Z,640069317,640069317,Mesophile
,2,Free living,,,,Rod-shaped,Deltaproteobacteria,None,bacteria,,,,,Chemoorganotroph,Haliangiaceae,Gc01135,28711,6952,Haliangium ochraceum DSM 14365,9446314,Haliangium,274,3.94,,Free living,16.28,1132,hoh,11.46,797,,Motile,502025,Haliangium ochraceum DSM 14365,Myxococcales,Obligate aerobe,19.12,1329,,Proteobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),41425,Halophile,"DOE Joint Genome Institute, DSMZ",ochraceum,,Sporulating,Finished,DSM 14365,646311933,646311933,Mesophile
,8,Free living,,,,Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Bacillaceae,Gc01296,41701,3595,Geobacillus sp. C56-T3,3650813,Geobacillus,155,4.31,,Free living,30.46,1095,gct,18.97,682,,Motile,691437,Geobacillus sp. C56-T3,Bacillales,Facultative,15.3,550,,Firmicutes,Novel Microbial Enzymes,49467,,DOE Joint Genome Institute,sp.,,Sporulating,Finished,C56-T3,646564535,646564535,Mesophile
,1,Free living,,,Singles,Coccus-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Sulfolobaceae,Gc00989,18987,3068,Sulfolobus islandicus L.S.2.15,2736272,Sulfolobus,223,7.27,,Free living,22.2,681,sis,14.67,450,,Nonmotile,429572,Sulfolobus islandicus L.S.2.15,Sulfolobales,Aerobe,19.04,584,Acidophile,Crenarchaeota,zzz,58871,,DOE Joint Genome Institute,islandicus,,Nonsporulating,Finished,L.S.2.15,643692044,643692044,Hyperthermophile
,1,,,,,,Betaproteobacteria,,bacteria,,,,,,Nitrosomonadaceae,Gi03896,32989,3083,Nitrosomonas sp. AL212,3093060,Nitrosomonas,235,7.62,,,25.3,780,nit,16.64,513,,,153948,Nitrosomonas sp. AL212,Nitrosomonadales,,15.34,473,,Proteobacteria,zzz,55727,,DOE Joint Genome Institute,sp.,,,Draft,AL212,645058756,645058756,
,1,Free living,,,,,Archaeoglobi,None,archaea,,,,,Chemolithoautotroph,Archaeoglobaceae,Gc00011,104,2519,"Archaeoglobus fulgidus VC-16, DSM 4304",2178400,Archaeoglobus,228,9.05,,Free living,28.66,722,afu,18.54,467,Sulfate reducer,Motile,224325,Archaeoglobus fulgidus DSM 4304,Archaeoglobales,Obligate anaerobe,17.11,431,"Piezophile, Potential Pathogen",Euryarchaeota,zzz,57717,,"J. Craig Venter Institute, Univ of Illinois at Urbana-Champaign",fulgidus,,,Finished,DSM 4304,638154502,638154502,Hyperthermophile
,2,Free living,,,,,Aquificae,None,bacteria,,,,,Chemolithoautotroph,Aquificaceae,Gc00013,215,1613,Aquifex aeolicus VF5,1590791,Aquifex,229,14.2,,Free living,41.35,667,aae,28.89,466,,Nonmotile,224324,Aquifex aeolicus VF5,Aquificales,Facultative,6.82,110,,Aquificae,zzz,57765,,"Diversa, Univ of Illinois at Urbana-Champaign",aeolicus,,,Finished,VF5,637000010,637000010,Hyperthermophile
,4,Free living,Gastrointestinal tract,Intestinal tract,,,Bacilli,"Bacteremia, Urinary infection, Endocarditis",bacteria,,,,,Chemoorganotroph,Enterococcaceae,Gc00127,70,3390,Enterococcus faecalis V583,3359974,Enterococcus,265,7.82,,Free living,26.4,895,efa,14.84,503,,Nonmotile,226185,Enterococcus faecalis V583,Lactobacillales,Facultative,20.03,679,Pathogen,Firmicutes,zzz,57669,,J. Craig Venter Institute,faecalis,,,Finished,V583,637000101,637000101,Mesophile
,2,Free living,,,,Rod-shaped,Flavobacteria,None,bacteria,,,,,Chemoheterotroph,Flavobacteriaceae,Gc01113,13461,3255,Robiginitalea biformata HTCC2501,3530383,Robiginitalea,96,2.95,,Free living,24.09,784,rbi,17.27,562,,Nonmotile,313596,Robiginitalea biformata HTCC2501,Flavobacteriales,Aerobe,7.8,254,,Bacteroidetes,zzz,58285,,"J. Craig Venter Institute, Oregon State Univ",biformata,,,Finished,HTCC2501,646311950,646311950,Mesophile
,3,,,,,,Aquificae,,bacteria,,,,,,Desulfurobacteriaceae,,49403,1888,Thermovibrio ammonificans HB-1,1759526,Thermovibrio,106,5.61,,,34.22,646,tam,22.09,417,,,648996,Thermovibrio ammonificans HB-1,Aquificales,,0.11,2,,Aquificae,zzz,62095,,DOE Joint Genome Institute,ammonificans,,,Finished,HB-1,649633104,649633104,
,8,Free living,,,"Singles, Pairs",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00682,16184,3991,Clostridium phytofermentans ISDg,4847594,Clostridium,264,6.61,,Free living,26.21,1046,cpy,14.88,594,"Ethanol production, Acetate producer, Cellulose degrader",Motile,357809,Clostridium phytofermentans ISDg,Clostridiales,Anaerobe,16.64,664,,Firmicutes,Clostridium phytofermentans ISDg ATCC 700394,58519,,DOE Joint Genome Institute,phytofermentans,,Sporulating,Finished,ISDg,641228486,641228486,Mesophile
,2,Free living,,,Filaments,Rod-shaped,Chloroflexi,None,bacteria,,,,,"Photoautotroph, Photosynthetic",Chloroflexaceae,Gc00575,16190,4693,Roseiflexus sp. RS-1,5801598,Roseiflexus,296,6.31,,Free living,22.86,1073,rrs,15.06,707,,Motile,357808,Roseiflexus sp. RS-1,Chloroflexales,Facultative,18.41,864,,Chloroflexi,zzz,58523,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,RS-1,640427139,640427139,Thermophile
,1,Free living,,,,Oval-shaped,Cyanophyceae,None,bacteria,,,,,Photosynthetic,Synechococcaceae,Gc00152,213,1766,Prochlorococcus marinus pastoris CCMP1986,1657990,Prochlorococcus,243,13.76,,Free living,39.75,702,pmm,26.22,463,,Nonmotile,59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Synechococcales,,5.89,104,High-light adapted,Cyanobacteria,Prochlorococcus marinus subsp. pastoris CCMP1986,57761,,DOE Joint Genome Institute,marinus,,,Finished,subsp. pastoris str. CCMP1986,637000214,637000214,Mesophile
,6,Free living,,,Chains,Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Alicyclobacillaceae,Gc01110,29405,3235,"Alicyclobacillus acidocaldarius acidocaldarius 104-IA, DSM 446",3205686,Alicyclobacillus,290,8.96,,Free living,28.75,930,aac,18.24,590,,,521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,Bacillales,Aerobe,20.28,656,Thermoacidophile,Firmicutes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59199,,"DOE Joint Genome Institute, DSMZ",Alicyclobacillus,,Sporulating,Finished,"104-IA, DSM 446",644736325,644736325,Thermophile
,6,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00572,13909,5423,Pseudomonas putida F1,5959964,Pseudomonas,445,8.21,,Free living,29.1,1578,ppf,18.4,998,Benzene degradation,Motile,351746,Pseudomonas putida F1,Pseudomonadales,Aerobe,20.69,1122,Non-Pathogen,Proteobacteria,zzz,58355,,DOE Joint Genome Institute,putida,,Nonsporulating,Finished,F1,640427132,640427132,Mesophile
,8,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,Soft tissue infection,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00483,13902,4237,Shewanella sp. W3-18-1,4708380,Shewanella,342,8.07,,Free living,26.62,1128,shw,16.83,713,,Motile,351745,Shewanella sp. W3-18-1,Alteromonadales,Facultative,11.61,492,Pathogen,Proteobacteria,zzz,58341,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,W3-18-1,639633059,639633059,Mesophile
